workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response
5,det,NA,box,this,this box,False,NA,box this
5,num,NA,pigs,two,two pigs,False,NA,pigs two
5,num_det,those,keys,ten,those ten keys,False,NA,ten those keys
5,num,NA,pitchers,ten,ten pitchers,False,NA,pitchers ten
5,num_det,those,lamps,three,those three lamps,False,NA,those three lamps
5,det,NA,handbag,this,this handbag,False,NA,handbag this
5,num_det,those,leaves,eight,those eight leaves,False,NA,leaves eight those
5,num,NA,pineapples,five,five pineapples,False,NA,pineapples five
5,num,NA,shirts,two,two shirts,False,NA,shirts two
5,num_det,those,shovels,eight,those eight shovels,False,NA,shovels eight those
6,det,NA,couches,NA,those couches,NA,those,couches those
6,det,NA,pillow,NA,this pillow,NA,this,pillow this
6,det,NA,horse,NA,this horse,NA,this,horse this
6,num,NA,pears,NA,five pears,NA,five,pears five
6,num,NA,chairs,NA,nine chairs,NA,nine,chairs nine
6,det,NA,pears,NA,those pears,NA,those,pears those
6,det,NA,shoe,NA,this shoe,NA,this,shoe this
6,det,NA,cherries,NA,those cherries,NA,those,cherries those
6,num,NA,scarfs,NA,seven scarfs,NA,seven,scarfs seven
6,num,NA,shoes,NA,ten shoes,NA,ten,shoes ten
6,det,NA,vase,NA,this vase,NA,this,vase this
6,num,NA,cars,NA,two cars,NA,two,cars two
6,num,NA,vases,NA,five vases,NA,five,vases five
6,det,NA,chair,NA,that chair,NA,that,chair that
6,num,NA,bananas,NA,five bananas,NA,five,bananas five
6,num,NA,boxes,NA,nine boxes,NA,nine,boxes nine
6,det,NA,duck,NA,that duck,NA,that,duck that
6,num,NA,horses,NA,five horses,NA,five,horses five
6,det,NA,keys,NA,these keys,NA,these,keys these
6,num,NA,pillows,NA,two pillows,NA,two,pillows two
6,num,NA,ducks,NA,six ducks,NA,six,ducks six
6,num,NA,darts,NA,three darts,NA,three,darts three
6,det,NA,darts,NA,those darts,NA,those,darts those
6,det,NA,shovel,NA,this shovel,NA,this,shovel this
6,num,NA,suitcases,NA,two suitcases,NA,two,suitcases two
6,det,NA,scarf,NA,that scarf,NA,that,scarf that
6,num,NA,spatulas,NA,three spatulas,NA,three,spatulas three
6,det,NA,hat,NA,that hat,NA,that,hat that
6,num,NA,bowls,NA,six bowls,NA,six,bowls six
6,det,NA,pineapples,NA,those pineapples,NA,those,pineapples those
6,det,NA,cherries,those,those cherries,False,NA,cherries those
6,num_det,these,pears,five,these five pears,False,NA,pears five these
6,num_det,those,pillows,nine,those nine pillows,False,NA,pillows nine those
6,num_det,that,vase,one,that one vase,False,NA,vase one that
6,num_det,those,darts,six,those six darts,False,NA,darts six those
6,num_det,those,horses,seven,those seven horses,False,NA,horses seven those
6,num,NA,horses,seven,seven horses,False,NA,horses seven
6,num,NA,scarfs,seven,seven scarfs,False,NA,scarfs seven
6,num_det,those,chairs,seven,those seven chairs,False,NA,chairs seven those
6,det,NA,car,that,that car,False,NA,car that
6,num_det,these,pitchers,ten,these ten pitchers,False,NA,pitchers ten these
6,num_det,these,ducks,five,these five ducks,False,NA,ducks five these
6,num,NA,darts,nine,nine darts,False,NA,darts nine
6,num,NA,trays,seven,seven trays,False,NA,trays seven
6,num_det,these,cherries,ten,these ten cherries,False,NA,cherries ten these
6,det,NA,spatulas,these,these spatulas,False,NA,spatulas these
6,num_det,these,leaves,seven,these seven leaves,False,NA,leaves seven these
6,det,NA,horse,that,that horse,False,NA,horse that
6,det,NA,hat,this,this hat,False,NA,hat this
6,num_det,those,scarfs,three,those three scarfs,False,NA,scarfs three those
6,num_det,these,pineapples,seven,these seven pineapples,False,NA,pineapples seven these
6,num,NA,vases,four,four vases,False,NA,vases four
6,num_det,these,spatulas,two,these two spatulas,False,NA,spatulas two these
6,num,NA,suitcases,eight,eight suitcases,False,NA,suitcases eight
6,num_det,these,shovels,nine,these nine shovels,False,NA,shovels nine these
6,num_det,those,handbags,nine,those nine handbags,False,NA,handbags nine those
6,det,NA,ribbons,those,those ribbons,False,NA,ribbons those
6,num_det,these,couches,two,these two couches,False,NA,couches two these
6,num_det,those,boxes,ten,those ten boxes,False,NA,boxes ten those
6,num_det,this,key,one,this one key,False,NA,key this one
6,det,NA,tray,that,that tray,False,NA,tray that
6,det,NA,ducks,those,those ducks,False,NA,ducks those
6,num_det,that,lamp,one,that one lamp,False,NA,lamp one that
6,num_det,these,ribbons,four,these four ribbons,False,NA,ribbons four these
6,num_det,these,suitcases,eight,these eight suitcases,False,NA,suitcases eight these
6,num,NA,lamps,four,four lamps,False,NA,lamps four
6,num_det,those,trays,four,those four trays,False,NA,trays four those
6,num_det,this,shirt,one,this one shirt,False,NA,shirt one this
6,num_det,those,bowls,two,those two bowls,False,NA,bowls two those
6,det,NA,key,this,this key,False,NA,key this
6,num_det,these,bananas,six,these six bananas,False,NA,bananas six these
6,num_det,those,cows,nine,those nine cows,False,NA,cows nine those
6,num,NA,cherries,two,two cherries,False,NA,cherries two
6,num_det,those,pigs,two,those two pigs,False,NA,pigs two those
6,det,NA,pig,that,that pig,False,NA,pig that
6,num,NA,shirts,nine,nine shirts,False,NA,shirts nine
6,num,NA,bananas,four,four bananas,False,NA,bananas four
6,num_det,these,shoes,seven,these seven shoes,False,NA,shoes seven these
6,num_det,these,hats,three,these three hats,False,NA,hats three these
6,num_det,these,cars,six,these six cars,False,NA,cars six these
7,num,NA,handbags,NA,three handbags,NA,three,three handbags
7,det,NA,suitcases,NA,these suitcases,NA,these,these suitcases
7,num,NA,chairs,NA,three chairs,NA,three,three chairs
7,det,NA,vase,NA,that vase,NA,that,that vase
7,num,NA,pitchers,NA,nine pitchers,NA,nine,nine pitchers
7,det,NA,shovel,NA,this shovel,NA,this,shovel this
7,num,NA,boxes,NA,seven boxes,NA,seven,seven boxes
7,det,NA,shirt,NA,that shirt,NA,that,shirt that
7,num,NA,cars,NA,eight cars,NA,eight,eight cars
7,det,NA,scarfs,NA,those scarfs,NA,those,scarfs those
7,det,NA,cherry,NA,this cherry,NA,this,cherry this
7,det,NA,pillows,NA,these pillows,NA,these,these pillows
7,det,NA,lamps,NA,these lamps,NA,these,lamps these
7,det,NA,cars,NA,those cars,NA,those,those cars
7,num,NA,keys,NA,seven keys,NA,seven,seven keys
7,num,NA,lamps,NA,six lamps,NA,six,six lamps
7,det,NA,tray,NA,that tray,NA,that,that tray
7,det,NA,cows,NA,those cows,NA,those,those cows
7,num,NA,pears,NA,seven pears,NA,seven,seven pears
7,num,NA,vases,NA,three vases,NA,three,three vases
7,det,NA,ducks,NA,these ducks,NA,these,these ducks
7,num,NA,suitcases,NA,two suitcases,NA,two,suitcases two
7,det,NA,pigs,NA,these pigs,NA,these,these pigs
7,num,NA,pineapples,NA,three pineapples,NA,three,three pineapples
7,num,NA,horses,NA,three horses,NA,three,three horses
7,num,NA,pillows,NA,three pillows,NA,three,pillows three
7,num,NA,shirts,NA,six shirts,NA,six,six shirts
7,det,NA,handbags,NA,those handbags,NA,those,those handbags
7,num,NA,spatula,NA,one spatula,NA,one,one spatula
7,det,NA,hats,NA,these hats,NA,these,these hats
7,num_det,those,lamps,three,those three lamps,False,NA,lamps those three
7,num_det,this,shirt,one,this one shirt,False,NA,shirt one this
7,num_det,those,pigs,two,those two pigs,False,NA,pigs two those
7,det,NA,handbags,those,those handbags,False,NA,handbags those
7,num_det,those,boxes,ten,those ten boxes,False,NA,boxes those ten
7,num,NA,scarfs,two,two scarfs,False,NA,scarfs two
7,num,NA,cherries,three,three cherries,False,NA,cherries three
7,num_det,these,darts,six,these six darts,False,NA,darts six these
7,num_det,those,couches,four,those four couches,False,NA,couches four those
7,num_det,these,trays,eight,these eight trays,False,NA,trays eight these
7,num,NA,lamps,ten,ten lamps,False,NA,lamps ten
7,det,NA,pig,that,that pig,False,NA,pig that
7,num,NA,vases,six,six vases,False,NA,six vases
7,num,NA,hats,six,six hats,False,NA,hats six
7,num_det,these,pitchers,four,these four pitchers,False,NA,pitchers four these
7,num,NA,cars,three,three cars,False,NA,cars three
7,num_det,those,ribbons,two,those two ribbons,False,NA,ribbons two those
7,num_det,these,horses,four,these four horses,False,NA,horses four these
7,num_det,these,bowls,eight,these eight bowls,False,NA,bowls eight these
7,num_det,this,cow,one,this one cow,False,NA,cow one this
7,det,NA,horse,this,this horse,False,NA,horse this
7,det,NA,vase,that,that vase,False,NA,vase that
7,det,NA,scarfs,those,those scarfs,False,NA,scarfs those
7,num_det,those,pears,five,those five pears,False,NA,pears five those
7,num_det,these,pillows,seven,these seven pillows,False,NA,pillows seven these
7,num_det,these,shoes,two,these two shoes,False,NA,shoes two these
7,num_det,these,cherries,five,these five cherries,False,NA,cherries five these
7,num_det,those,leaves,two,those two leaves,False,NA,leaves two those
7,num_det,these,keys,six,these six keys,False,NA,keys six these
7,det,NA,shirt,this,this shirt,False,NA,shirt this
7,num,NA,shirts,seven,seven shirts,False,NA,shirts seven
7,num,NA,pillow,one,one pillow,False,NA,pillow one
7,num_det,those,scarfs,nine,those nine scarfs,False,NA,scarfs nine those
7,num_det,those,hats,ten,those ten hats,False,NA,hats ten those
7,num,NA,ducks,seven,seven ducks,False,NA,ducks seven
7,num_det,these,vases,eight,these eight vases,False,NA,vases eight these
7,num_det,those,shovels,two,those two shovels,False,NA,shovels two those
7,num_det,those,suitcases,three,those three suitcases,False,NA,suitcases three those
7,num_det,those,chairs,three,those three chairs,False,NA,chairs three those
7,det,NA,boxes,those,those boxes,False,NA,boxes those
7,det,NA,hat,that,that hat,False,NA,hat that
7,num_det,these,ducks,three,these three ducks,False,NA,ducks three these
7,det,NA,spatula,this,this spatula,False,NA,spatula this
7,num_det,that,handbag,one,that one handbag,False,NA,handbag one that
7,num_det,those,spatulas,five,those five spatulas,False,NA,spatulas five those
7,num_det,those,bananas,six,those six bananas,False,NA,bananas six those
7,det,NA,pitchers,those,those pitchers,False,NA,pitchers those
7,num_det,those,cars,five,those five cars,False,NA,cars five those
7,num_det,those,pineapples,six,those six pineapples,False,NA,pineapples six those
7,num,NA,leaves,ten,ten leaves,False,NA,leaves ten
8,det,NA,suitcase,NA,that suitcase,NA,that,suitcase that
8,num,NA,bananas,NA,four bananas,NA,four,bananas four
8,num,NA,vase,NA,one vase,NA,one,vase one
8,det,NA,lamp,NA,that lamp,NA,that,lamp that
8,det,NA,pears,NA,these pears,NA,these,pears these
8,num,NA,pears,NA,three pears,NA,three,pears three
8,num,NA,handbags,NA,five handbags,NA,five,handbags five
8,num,NA,cows,NA,four cows,NA,four,cows four
8,det,NA,pineapple,NA,this pineapple,NA,this,pineapple this
8,num,NA,cherries,NA,five cherries,NA,five,cherries five
8,num,NA,chairs,NA,nine chairs,NA,nine,chairs nine
8,det,NA,cows,NA,those cows,NA,those,cows those
8,det,NA,cars,NA,those cars,NA,those,cars those
8,det,NA,cherries,NA,those cherries,NA,those,cherries those
8,num,NA,trays,NA,ten trays,NA,ten,trays ten
8,det,NA,ducks,NA,these ducks,NA,these,ducks these
8,det,NA,box,NA,this box,NA,this,box this
8,num,NA,couches,NA,three couches,NA,three,couches three
8,det,NA,pitcher,NA,that pitcher,NA,that,pitcher that
8,det,NA,banana,NA,this banana,NA,this,banana this
8,det,NA,couches,NA,those couches,NA,those,couches those
8,num,NA,lamps,NA,seven lamps,NA,seven,lamps seven
8,num,NA,shirts,NA,ten shirts,NA,ten,shirts ten
8,det,NA,scarfs,NA,these scarfs,NA,these,scarfs these
8,num,NA,scarfs,NA,three scarfs,NA,three,scarfs three
8,num,NA,keys,NA,eight keys,NA,eight,keys eight
8,det,NA,tray,NA,that tray,NA,that,tray that
8,det,NA,shirts,NA,those shirts,NA,those,shirts those
8,num,NA,boxes,NA,seven boxes,NA,seven,boxes seven
8,num,NA,ribbons,NA,six ribbons,NA,six,ribbons six
8,num_det,these,couches,eight,these eight couches,False,NA,couches eight these
8,num,NA,shoes,two,two shoes,False,NA,shoes two
8,num,NA,lamps,three,three lamps,False,NA,lamps three
8,num_det,that,bowl,one,that one bowl,False,NA,bowl that one
8,num_det,these,pears,six,these six pears,False,NA,pears these six
8,det,NA,ducks,those,those ducks,False,NA,ducks those
8,num_det,those,ducks,three,those three ducks,False,NA,ducks those three
8,num,NA,pineapples,nine,nine pineapples,False,NA,pineapples nine
8,num_det,these,cherries,two,these two cherries,False,NA,cherries these two
8,num_det,those,chairs,five,those five chairs,False,NA,chairs those five
8,num_det,those,ribbons,ten,those ten ribbons,False,NA,ribbons those ten
8,num_det,those,spatulas,nine,those nine spatulas,False,NA,spatulas those nine
8,num,NA,bananas,three,three bananas,False,NA,bananas three
8,det,NA,leaves,these,these leaves,False,NA,leaves these
8,num_det,those,suitcases,six,those six suitcases,False,NA,suitcases six those
8,det,NA,hat,that,that hat,False,NA,hat that
8,num_det,those,scarfs,five,those five scarfs,False,NA,scarfs five those
8,num_det,these,lamps,two,these two lamps,False,NA,lamps two these
8,num_det,those,cows,three,those three cows,False,NA,cows three those
8,num_det,this,car,one,this one car,False,NA,car one this
8,num_det,those,pitchers,two,those two pitchers,False,NA,pitchers two those
8,num_det,those,handbags,nine,those nine handbags,False,NA,handbags nine those
8,num_det,these,keys,nine,these nine keys,False,NA,keys nine these
8,num_det,these,hats,six,these six hats,False,NA,hats six these
8,num_det,these,pigs,seven,these seven pigs,False,NA,pigs seven these
8,det,NA,couch,this,this couch,False,NA,couch this
8,num_det,these,shovels,four,these four shovels,False,NA,shovels four these
8,num,NA,spatulas,nine,nine spatulas,False,NA,spatulas nine
8,num,NA,bowls,seven,seven bowls,False,NA,bowls seven
8,num,NA,shovels,nine,nine shovels,False,NA,shovels nine
8,det,NA,shirt,that,that shirt,False,NA,shirt that
8,num_det,those,shirts,eight,those eight shirts,False,NA,shirts eight those
8,num_det,this,leaf,one,this one leaf,False,NA,leaf one this
8,num_det,these,horses,two,these two horses,False,NA,horses two these
8,num,NA,vases,nine,nine vases,False,NA,vases nine
8,num_det,those,pillows,five,those five pillows,False,NA,pillows five those
8,num_det,those,darts,nine,those nine darts,False,NA,darts nine those
8,num_det,those,pineapples,five,those five pineapples,False,NA,pineapples five those
8,det,NA,scarfs,those,those scarfs,False,NA,scarfs those
8,num_det,these,bananas,six,these six bananas,False,NA,bananas six these
8,num,NA,ribbons,six,six ribbons,False,NA,ribbons six
8,det,NA,darts,these,these darts,False,NA,darts these
8,det,NA,bowls,those,those bowls,False,NA,bowls those
8,num_det,those,shoes,six,those six shoes,False,NA,shoes six those
8,num_det,those,vases,five,those five vases,False,NA,vases five those
8,det,NA,cow,that,that cow,False,NA,cow that
8,det,NA,cherries,these,these cherries,False,NA,cherries these
8,num_det,those,boxes,four,those four boxes,False,NA,boxes four those
8,num_det,these,trays,five,these five trays,False,NA,trays five these
8,num,NA,hats,six,six hats,False,NA,hats six
9,num,NA,spatula,NA,one spatula,NA,one,spatula one
9,det,NA,keys,NA,those keys,NA,those,keys those
9,num,NA,bananas,NA,seven bananas,NA,seven,bananas seven
9,det,NA,leaves,NA,those leaves,NA,those,leaves those
9,num,NA,shirts,NA,eight shirts,NA,eight,shirts eight
9,det,NA,lamp,NA,that lamp,NA,that,lamp that
9,num,NA,cherries,NA,three cherries,NA,three,cherries three
9,num,NA,darts,NA,seven darts,NA,seven,darts seven
9,det,NA,vases,NA,these vases,NA,these,vases these
9,det,NA,ribbons,NA,those ribbons,NA,those,ribbons those
9,det,NA,pitchers,NA,these pitchers,NA,these,pitchers these
9,det,NA,cherries,NA,those cherries,NA,those,cherries those
9,num,NA,lamps,NA,three lamps,NA,three,lamps three
9,num,NA,chairs,NA,three chairs,NA,three,chairs three
9,det,NA,duck,NA,this duck,NA,this,duck this
9,det,NA,shoe,NA,this shoe,NA,this,shoe this
9,det,NA,pillow,NA,that pillow,NA,that,pillow that
9,det,NA,suitcase,NA,that suitcase,NA,that,suitcase that
9,num,NA,shovels,NA,ten shovels,NA,ten,shovels ten
9,num,NA,pig,NA,one pig,NA,one,pig one
9,num,NA,pillows,NA,three pillows,NA,three,pillows three
9,num,NA,cows,NA,six cows,NA,six,cows six
9,det,NA,horse,NA,this horse,NA,this,horse this
9,det,NA,pineapple,NA,that pineapple,NA,that,pineapple that
9,num,NA,couches,NA,four couches,NA,four,couches four
9,num,NA,keys,NA,five keys,NA,five,keys five
9,det,NA,couches,NA,those couches,NA,those,couches those
9,num,NA,trays,NA,three trays,NA,three,trays three
9,num,NA,ribbons,NA,five ribbons,NA,five,ribbons five
9,det,NA,pear,NA,this pear,NA,this,pear this
9,det,NA,shovel,this,this shovel,False,NA,shovel this
9,num_det,this,box,one,this one box,False,NA,box one this
9,num_det,those,lamps,nine,those nine lamps,False,NA,lamps nine those
9,num_det,these,cherries,six,these six cherries,False,NA,cherries six these
9,det,NA,bananas,those,those bananas,False,NA,bananas those
9,det,NA,bowls,these,these bowls,False,NA,bowls these
9,num,NA,car,one,one car,False,NA,car one
9,num_det,these,trays,four,these four trays,False,NA,trays four these
9,num_det,these,ribbons,five,these five ribbons,False,NA,ribbons five these
9,num_det,those,leaves,seven,those seven leaves,False,NA,leaves seven those
9,det,NA,vases,these,these vases,False,NA,vases these
9,det,NA,handbags,these,these handbags,False,NA,handbags these
9,num,NA,pigs,two,two pigs,False,NA,pigs two
9,num,NA,horses,four,four horses,False,NA,horses four
9,num_det,those,ducks,nine,those nine ducks,False,NA,ducks nine those
9,num_det,these,pineapples,five,these five pineapples,False,NA,these five pineapples
9,num,NA,bowl,one,one bowl,False,NA,bowl one
9,det,NA,pears,these,these pears,False,NA,pears these
9,num_det,these,hats,three,these three hats,False,NA,hats three these
9,num_det,those,chairs,ten,those ten chairs,False,NA,chairs ten those
9,num_det,those,bananas,nine,those nine bananas,False,NA,bananas nine those
9,num_det,these,pitchers,ten,these ten pitchers,False,NA,pitchers ten these
9,num,NA,cherries,ten,ten cherries,False,NA,cherries ten
9,num,NA,hats,ten,ten hats,False,NA,hats ten
9,det,NA,spatulas,these,these spatulas,False,NA,spatulas these
9,det,NA,cars,those,those cars,False,NA,cars those
9,num_det,those,cows,three,those three cows,False,NA,cows three those
9,num_det,this,shirt,one,this one shirt,False,NA,shirt one this
9,num,NA,shirts,ten,ten shirts,False,NA,shirts ten
9,num_det,those,shovels,two,those two shovels,False,NA,shovels two those
9,num_det,those,bowls,three,those three bowls,False,NA,bowls three those
9,num_det,those,vases,nine,those nine vases,False,NA,vases nine those
9,num_det,these,cars,four,these four cars,False,NA,cars four these
9,num_det,these,handbags,eight,these eight handbags,False,NA,handbags eight these
9,num,NA,shoes,ten,ten shoes,False,NA,shoes ten
9,num_det,those,scarfs,seven,those seven scarfs,False,NA,scarfs seven those
9,num_det,those,pigs,five,those five pigs,False,NA,pigs five those
9,num_det,these,pears,seven,these seven pears,False,NA,pears seven these
9,num_det,these,darts,four,these four darts,False,NA,darts four these
9,num,NA,boxes,three,three boxes,False,NA,boxes three
9,det,NA,cows,those,those cows,False,NA,cows those
9,num_det,those,couches,six,those six couches,False,NA,couches six those
9,num_det,those,suitcases,eight,those eight suitcases,False,NA,suitcases eight those
9,num_det,these,keys,nine,these nine keys,False,NA,keys nine these
9,num,NA,keys,six,six keys,False,NA,keys six
9,det,NA,darts,those,those darts,False,NA,darts those
9,num_det,those,spatulas,four,those four spatulas,False,NA,spatulas four those
9,num_det,these,shoes,seven,these seven shoes,False,NA,shoes seven these
9,num_det,that,horse,one,that one horse,False,NA,horse one that
9,num_det,this,pillow,one,this one pillow,False,NA,pillow one this
10,det,NA,scarfs,NA,those scarfs,NA,those,scarfs those
10,det,NA,cherry,NA,this cherry,NA,this,cherry this
10,det,NA,pillow,NA,that pillow,NA,that,pillow that
10,det,NA,dart,NA,that dart,NA,that,dart that
10,num,NA,scarfs,NA,three scarfs,NA,three,scarfs three
10,det,NA,trays,NA,those trays,NA,those,trays those
10,num,NA,couches,NA,eight couches,NA,eight,eight couches
10,num,NA,suitcases,NA,five suitcases,NA,five,suitcases five
10,det,NA,cars,NA,these cars,NA,these,cars these
10,det,NA,couch,NA,that couch,NA,that,couch that
10,det,NA,shoes,NA,those shoes,NA,those,shoes those
10,num,NA,ducks,NA,seven ducks,NA,seven,ducks seven
10,num,NA,shoes,NA,six shoes,NA,six,shoes six
10,num,NA,handbags,NA,ten handbags,NA,ten,handbags ten
10,det,NA,chairs,NA,those chairs,NA,those,chairs those
10,det,NA,horses,NA,those horses,NA,those,horses those
10,num,NA,bowls,NA,six bowls,NA,six,bowls six
10,num,NA,cherries,NA,three cherries,NA,three,cherries three
10,num,NA,chairs,NA,seven chairs,NA,seven,chairs seven
10,det,NA,suitcase,NA,this suitcase,NA,this,suitcase this
10,num,NA,cars,NA,three cars,NA,three,cars three
10,num,NA,keys,NA,two keys,NA,two,keys two
10,num,NA,trays,NA,ten trays,NA,ten,trays ten
10,det,NA,duck,NA,this duck,NA,this,duck this
10,num,NA,pineapples,NA,nine pineapples,NA,nine,pineapples nine
10,num,NA,darts,NA,nine darts,NA,nine,darts nine
10,det,NA,shovel,NA,this shovel,NA,this,shovel this
10,num,NA,cows,NA,eight cows,NA,eight,cows eight
10,det,NA,handbag,NA,that handbag,NA,that,handbag that
10,det,NA,box,NA,this box,NA,this,box this
10,num_det,those,spatulas,three,those three spatulas,False,NA,spatulas those three
10,num_det,those,shirts,three,those three shirts,False,NA,shirts those three
10,num,NA,vases,four,four vases,False,NA,vases four
10,det,NA,pig,this,this pig,False,NA,pig this
10,num_det,this,lamp,one,this one lamp,False,NA,lamp one this
10,num_det,these,suitcases,five,these five suitcases,False,NA,suitcases these five
10,num,NA,pears,three,three pears,False,NA,pears three
10,num_det,those,darts,two,those two darts,False,NA,darts those two
10,num_det,those,cars,nine,those nine cars,False,NA,nine those cars
10,num_det,these,cherries,two,these two cherries,False,NA,cherries these two
10,num_det,those,handbags,three,those three handbags,False,NA,handbags those three
10,num_det,these,shovels,two,these two shovels,False,NA,shovels these two
10,det,NA,ribbons,those,those ribbons,False,NA,ribbons those
10,num,NA,suitcases,ten,ten suitcases,False,NA,suitcases ten
10,num,NA,banana,one,one banana,False,NA,banana one
10,num,NA,bowls,six,six bowls,False,NA,bowls six
10,num_det,those,scarfs,seven,those seven scarfs,False,NA,scarfs those seven
10,det,NA,duck,that,that duck,False,NA,duck that
10,num_det,these,pigs,two,these two pigs,False,NA,pigs these two
10,num_det,these,pears,ten,these ten pears,False,NA,pears these ten
10,num,NA,pillows,ten,ten pillows,False,NA,pillows ten
10,num_det,those,couches,seven,those seven couches,False,NA,couches those seven
10,num_det,those,keys,eight,those eight keys,False,NA,keys those eight
10,det,NA,pineapple,that,that pineapple,False,NA,pineapple that
10,det,NA,shoes,these,these shoes,False,NA,shoes these
10,num,NA,darts,eight,eight darts,False,NA,darts eight
10,num_det,this,tray,one,this one tray,False,NA,tray this one
10,num_det,those,vases,five,those five vases,False,NA,vases those five
10,num_det,these,ducks,four,these four ducks,False,NA,ducks these four
10,num_det,those,pillows,three,those three pillows,False,NA,pillows those three
10,num,NA,keys,six,six keys,False,NA,keys six
10,num_det,these,hats,seven,these seven hats,False,NA,hats these seven
10,num,NA,cherries,seven,seven cherries,False,NA,cherries seven
10,det,NA,shirts,those,those shirts,False,NA,shirts those
10,det,NA,hat,that,that hat,False,NA,hat that
10,num_det,these,boxes,two,these two boxes,False,NA,boxes these two
10,num_det,those,pitchers,six,those six pitchers,False,NA,pitchers those six
10,num_det,those,bowls,nine,those nine bowls,False,NA,bowls those nine
10,num_det,these,leaves,six,these six leaves,False,NA,six these leaves
10,num_det,those,pineapples,three,those three pineapples,False,NA,pineapples those three
10,num_det,that,horse,one,that one horse,False,NA,horse that one
10,num,NA,shoe,one,one shoe,False,NA,shoe one
10,num_det,these,cows,ten,these ten cows,False,NA,cows these ten
10,det,NA,box,this,this box,False,NA,box this
10,det,NA,key,that,that key,False,NA,key that
10,num_det,these,bananas,eight,these eight bananas,False,NA,bananas these eight
10,num_det,those,chairs,nine,those nine chairs,False,NA,chairs those nine
10,num_det,these,ribbons,eight,these eight ribbons,False,NA,ribbons these eight
10,num_det,this,shoe,one,this one shoe,False,NA,shoe this one
10,det,NA,cow,this,this cow,False,NA,cow this
11,det,NA,shovels,NA,these shovels,NA,these,shovels these
11,num,NA,trays,NA,three trays,NA,three,trays three
11,num,NA,couches,NA,four couches,NA,four,couches four
11,det,NA,pillows,NA,these pillows,NA,these,pillows these
11,num,NA,vases,NA,eight vases,NA,eight,vases eight
11,num,NA,boxes,NA,three boxes,NA,three,boxes three
11,det,NA,keys,NA,those keys,NA,those,keys those
11,det,NA,bowl,NA,this bowl,NA,this,bowl this
11,num,NA,shoes,NA,seven shoes,NA,seven,shoes seven
11,det,NA,shoe,NA,this shoe,NA,this,shoe this
11,num,NA,spatula,NA,one spatula,NA,one,spatula one
11,det,NA,hat,NA,this hat,NA,this,hat this
11,det,NA,ducks,NA,those ducks,NA,those,ducks those
11,num,NA,hats,NA,two hats,NA,two,hats two
11,det,NA,horse,NA,that horse,NA,that,horse that
11,det,NA,leaf,NA,that leaf,NA,that,leaf that
11,det,NA,cherries,NA,those cherries,NA,those,cherries those
11,det,NA,dart,NA,this dart,NA,this,dart this
11,num,NA,pigs,NA,seven pigs,NA,seven,pigs seven
11,det,NA,car,NA,this car,NA,this,car this
11,num,NA,keys,NA,nine keys,NA,nine,keys nine
11,num,NA,lamp,NA,one lamp,NA,one,lamp one
11,num,NA,chairs,NA,ten chairs,NA,ten,chairs ten
11,num,NA,leaves,NA,four leaves,NA,four,leaves four
11,det,NA,handbags,NA,those handbags,NA,those,handbags those
11,num,NA,cherries,NA,five cherries,NA,five,cherries five
11,num,NA,ribbons,NA,four ribbons,NA,four,ribbons four
11,det,NA,lamp,NA,this lamp,NA,this,lamp this
11,num,NA,pineapples,NA,ten pineapples,NA,ten,pineapples ten
11,det,NA,couches,NA,those couches,NA,those,couches those
11,num_det,these,handbags,nine,these nine handbags,False,NA,handbags these nine
11,det,NA,dart,this,this dart,False,NA,dart this
11,det,NA,lamp,that,that lamp,False,NA,lamp that
11,det,NA,couches,these,these couches,False,NA,couches these
11,num_det,those,pineapples,ten,those ten pineapples,False,NA,pineapples those ten
11,det,NA,leaves,those,those leaves,False,NA,leaves those
11,num_det,those,ribbons,six,those six ribbons,False,NA,ribbons those six
11,num_det,that,suitcase,one,that one suitcase,False,NA,suitcase that one
11,num_det,those,shovels,three,those three shovels,False,NA,shovels those three
11,num,NA,keys,three,three keys,False,NA,keys three
11,num_det,those,pigs,two,those two pigs,False,NA,pigs those two
11,num,NA,spatulas,seven,seven spatulas,False,NA,spatulas seven
11,num_det,these,hats,four,these four hats,False,NA,hats these four
11,num_det,those,leaves,seven,those seven leaves,False,NA,leaves those seven
11,num_det,those,chairs,nine,those nine chairs,False,NA,chairs those nine
11,num_det,these,keys,seven,these seven keys,False,NA,keys these seven
11,num_det,those,pitchers,five,those five pitchers,False,NA,pitchers those five
11,num_det,those,couches,nine,those nine couches,False,NA,couches those nine
11,num_det,those,lamps,nine,those nine lamps,False,NA,lamps those nine
11,num_det,these,scarfs,six,these six scarfs,False,NA,scarfs these six
11,det,NA,trays,those,those trays,False,NA,trays those
11,num,NA,horses,three,three horses,False,NA,horses three
11,num,NA,scarfs,nine,nine scarfs,False,NA,scarfs nine
11,num_det,those,boxes,eight,those eight boxes,False,NA,boxes those eight
11,num,NA,cows,six,six cows,False,NA,cows six
11,num_det,these,shoes,seven,these seven shoes,False,NA,shoes these seven
11,det,NA,pillows,those,those pillows,False,NA,pillows those
11,num_det,those,shirts,seven,those seven shirts,False,NA,shirts those seven
11,det,NA,suitcase,this,this suitcase,False,NA,suitcase this
11,num_det,these,trays,seven,these seven trays,False,NA,trays these seven
11,num_det,those,pillows,three,those three pillows,False,NA,pillows those three
